NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
Jeeja Saaley Di Angeethi,150,"Fast Food,Momos,Chinese",Dehradun,Ballupur,Quick Bites,Good,3.6,20
Friends Sandwich Corner,150,Fast Food,Dehradun,Prem Nagar,Quick Bites,Good,3.6,26
Tandon's Fast Food,150,"Chinese,Momos",Dehradun,Rajpur,Dhaba,Very Good,4.0,38
Yuri Restaurant,700,"North Indian,Chinese",Dehradun,Morowala,Casual Dining,Good,3.5,40
Nagpal Foods,200,North Indian,Dehradun,Dharampur,Quick Bites,Average,3.4,36
Bhardwaj Bakers,150,"Fast Food,Desserts,Bakery",Dehradun,Dharampur,Quick Bites,Average,3.3,20
Karma Lounge,1000,"North Indian,Fast Food",Dehradun,Hathibarkala Salwala,Casual Dining,Good,3.8,23
Apeez Restaurant,300,"North Indian,Chinese,Beverages",Dehradun,Kaonli,Quick Bites,None,NEW,NEW
Delhi 6 Shawarma Buzz,200,Mughlai,Dehradun,Morowala,Quick Bites,Good,3.5,28
Abnormal Point,200,"North Indian,Chinese,Mughlai",Dehradun,Subhash Nagar,Quick Bites,Good,3.7,53
Eating Point,200,"Chinese,North Indian,Pizza",Dehradun,Race Course,Quick Bites,Good,3.5,33
Grand Bakers & Confectioners,200,"Bakery,Chinese,Fast Food,Momos",Dehradun,Race Course,Bakery,Good,3.7,32
Bengali Sweet Shop,250,Mithai,Dehradun,Chukkuwala,Dessert Parlor,Good,3.5,44
Vaibhav Sweets,250,"Street Food,Mithai",Dehradun,Balliwala,Quick Bites,Average,3.2,6
Dana Pani Swad Restaurant,200,"North Indian,Chinese",Dehradun,Majra,Quick Bites,Average,3.4,13
Silli Chilli,100,Fast Food,Dehradun,Ballupur,Quick Bites,Good,3.5,22
Kebab King Chicken Point,750,"Fast Food,North Indian",Dehradun,Hathibarkala Salwala,Quick Bites,Average,3.4,30
Rolls Master,200,Rolls,Dehradun,Subhash Nagar,Quick Bites,Good,3.5,9
Veggie Heggie,200,Fast Food,Dehradun,Paltan Bazaar,Quick Bites,Average,3.4,21
Uttarakhand Food Junction,500,North Indian,Dehradun,Chukkuwala,Quick Bites,Average,3.4,38
Yambi's Coffee Bar,800,Fast Food,Dehradun,Malsi,Quick Bites,Average,2.7,23
Upper Crust,250,Fast Food,Dehradun,Morowala,Quick Bites,Average,3.0,13
Burger House And Cafe,300,Fast Food,Dehradun,Subhash Nagar,Quick Bites,Good,3.6,28
Nirvana,500,"North Indian,Biryani,Chinese",Dehradun,Chironwali,Quick Bites,Poor,2.3,7
