NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
Egg Spectation - Hotel Milan Palace,1000,North Indian,Allahabad,Civil Lines,Casual Dining,Not rated,-,-
Hashtag Cafe,500,Cafe,Allahabad,Naini,Café,Average,3.1,4
Crispy And Juicy,250,"Biryani,Fast Food",Allahabad,Naini,Quick Bites,Average,3.2,6
Kibriyaz,700,"North Indian,South Indian",Allahabad,Katra,Casual Dining,Not rated,-,-
Zayka Ek Swaad,150,North Indian,Allahabad,Chowk,Quick Bites,None,NEW,NEW
Hotel Harsh,250,North Indian,Allahabad,Civil Lines,Quick Bites,Not rated,-,-
Balaji Rajasthan Misthan Bhandar,100,"Fast Food,Mithai",Allahabad,Katra,Quick Bites,None,NEW,NEW
Cream Bell Scoopers,300,"Desserts,Ice Cream",Allahabad,Kareli,Dessert Parlor,Not rated,-,-
Satguru Chat Corner,200,Fast Food,Allahabad,Tagore Town,Quick Bites,Not rated,-,-
Chill Fine Dine Restaurant,800,"North Indian,South Indian,Chinese",Allahabad,Civil Lines,Casual Dining,Not rated,-,-
Dalchini Restaurant & Banquet,0,"North Indian,Chinese,Biryani,Beverages",Allahabad,Civil Lines,Casual Dining,Not rated,-,-
Kamna Restaurant,300,North Indian,Allahabad,Alopi Bagh,Quick Bites,Not rated,-,-
Satkar Laudge,300,"Fast Food,North Indian",Allahabad,Civil Lines,Quick Bites,Not rated,-,-
Mr. Oven,400,"Mexican,Italian",Allahabad,Vinayak City Centre Mall-- Civil Lines,Food Court,Not rated,-,-
Retreat-a Multicuisine Restaurant,250,"North Indian,Chinese",Allahabad,Leader Road,Quick Bites,Not rated,-,-
Maa Vaishno Bhojnalaya,200,North Indian,Allahabad,Leader Road,Quick Bites,None,NEW,NEW
Govinda's Vegetarian Restaurant,400,"North Indian,Chinese,Continental,South Indian",Allahabad,Civil Lines,Quick Bites,Not rated,-,-
Aladdin 2.0,300,"North Indian,Fast Food",Allahabad,Naini,Quick Bites,None,NEW,NEW
Sushi Multi Cuisine Restaurant,300,North Indian,Allahabad,Civil Lines,Quick Bites,Not rated,-,-
Foodilicious,150,Fast Food,Allahabad,Civil Lines,none,None,NEW,NEW
Kallu Kabab,200,North Indian,Allahabad,Kareli,Quick Bites,None,NEW,NEW
Cream Bell Scoopers,200,"Desserts,Ice Cream",Allahabad,Civil Lines,Dessert Parlor,Not rated,-,-
