NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
Rasa Parathas,300,"North Indian,Chinese",Chennai,OMR Food Street-- Navallur,Quick Bites,Good,3.6,42
Salakaydoom Restaurant,300,"South Indian,Seafood,Biryani",Chennai,OMR Food Street-- Perumbakkam,Casual Dining,None,NEW,NEW
Chick Blast,500,Fast Food,Chennai,Selaiyur,Quick Bites,Average,2.6,29
Sandwich Square,350,"Sandwich,Fast Food",Chennai,Purasavakkam,Quick Bites,Good,3.6,36
Hotel Janapriya,600,"Biryani,South Indian,Hyderabadi,Andhra",Chennai,Egatoor,Casual Dining,Average,3.3,29
Idli Factory,150,"Healthy Food,South Indian",Chennai,Mylapore,Quick Bites,Average,2.8,41
Karol Bagh,150,Street Food,Chennai,Kilpauk,Kiosk,Average,3.3,27
Just Now Came Bro Cafe,200,"Beverages,Fast Food",Chennai,Kanchipuram District,none,Good,3.5,33
Hotel Parkway Inn,500,"North Indian,Chinese",Chennai,Old Mahabalipuram Road (OMR),Casual Dining,Average,3.1,34
Hot Box,300,"Chinese,North Indian,Fast Food,Beverages",Chennai,Velachery,Quick Bites,Average,3.2,188
Five Star Chicken,200,Fast Food,Chennai,Pallavaram,Quick Bites,Good,3.6,67
Tarte Tatin,350,"Bakery,Desserts,Fast Food",Chennai,Ambattur,Bakery,Average,3.3,16
Edible Sins,450,"Bakery,Desserts",Chennai,Nungambakkam,Bakery,Good,3.7,38
Chennai Bhojan - Hotel SRR Grand,500,"South Indian,North Indian",Chennai,Hotel SRR Grand-- Vandalur,Casual Dining,Average,3.4,41
Bharat Bhojan Centre,400,North Indian,Chennai,Nanganallur,Quick Bites,Average,3.0,41
Sandwich House,200,"Burger,Beverages,Fast Food,Sandwich",Chennai,Thiruvanmiyur,Quick Bites,Average,3.4,45
Al Elaf Arabian Restaurant,300,"Arabian,Biryani",Chennai,Royapettah,Quick Bites,Good,3.7,50
Sandwitch,200,"Sandwich,Burger,Rolls,Fast Food",Chennai,Choolaimedu,Quick Bites,Good,3.5,47
Hot Drum Biriyani,400,"Biryani,North Indian,Chinese",Chennai,Kodambakkam,Quick Bites,Average,2.7,36
Frootster,300,"Fast Food,Sandwich,Beverages",Chennai,Abhiramapuram,none,Good,3.6,35
Hotel Chennai Dosha,300,"South Indian,North Indian,Chinese",Chennai,Adambakkam,Quick Bites,Good,3.7,52
Mumbai Chatwala,200,Fast Food,Chennai,Kilpauk,Quick Bites,Average,3.3,34
Bangkok Bites,250,"Thai,Chinese,Fast Food",Chennai,Thuraipakkam,Quick Bites,Average,3.4,36
Sweet Truth,500,"Bakery,Fast Food",Chennai,Potheri,none,Average,3.4,10
Karam Biryani,250,"Biryani,South Indian",Chennai,Chromepet,Quick Bites,Average,3.4,32
Raspberry,300,"Ice Cream,Fast Food,Street Food,North Indian",Chennai,Valasaravakkam,Dessert Parlor,Good,3.5,37
Lakshmi Amma's Kai Manam,500,"Biryani,Seafood",Chennai,Ambattur,none,Good,3.6,30
Roll Spot,200,Rolls,Chennai,Royapuram,none,Good,3.7,38
J M Pork Shop,400,"North Indian,Chinese",Chennai,Valasaravakkam,Quick Bites,Good,3.6,49
Dreamz,500,"Chinese,Beverages,North Indian",Chennai,Padur,Quick Bites,Average,3.1,41
Adam's Multicuisine Restaurant,700,"Continental,Chinese,North Indian,Arabian",Chennai,Nandanam,Casual Dining,Good,3.6,25
Balajee Juices,100,"Beverages,Juices",Chennai,Adyar,Beverage Shop,Good,3.9,34
Archana Sweets,200,"Mithai,North Indian,South Indian",Chennai,T. Nagar,Sweet Shop,Average,2.8,36
Dite N Bite,300,"Fast Food,Beverages",Chennai,Anna Nagar East,Quick Bites,Good,3.8,28
Lemon Grass,700,"Chinese,North Indian,Biryani",Chennai,Avadi,Quick Bites,Average,2.8,44
Pizza Toppers,300,"Fast Food,Pizza,Burger",Chennai,Anna Nagar West,Quick Bites,Average,3.3,25
Asia Seven Express,400,"Chinese,Japanese,Thai,Seafood,Momos",Chennai,Phoenix Market City-- Velachery,Quick Bites,Average,3.4,29
Hotel Sakthi Tiffin Center,150,South Indian,Chennai,Mogappair,Quick Bites,Very Good,4.0,39
Crescent Bakery,250,"Bakery,Fast Food",Chennai,Perungudi,Bakery,Good,3.8,44
Signature,500,"North Indian,Chinese,Arabian",Chennai,T. Nagar,Casual Dining,Average,3.4,44
Kolkatta Chapati,300,"Street Food,Juices,North Indian",Chennai,Chromepet,Quick Bites,Good,3.7,49
Sri Krishna Foods,250,South Indian,Chennai,Pallavaram,none,Average,3.1,37
Bihari Dhaba,300,North Indian,Chennai,Potheri,Quick Bites,Good,3.5,51
Dwaraka,300,"South Indian,Street Food",Chennai,Kodambakkam,Casual Dining,Good,3.6,32
Hyderabad House Biryani Place,400,"Biryani,North Indian,South Indian",Chennai,Karapakkam,Casual Dining,Average,2.8,30
Food Out,500,"Chinese,Biryani,North Indian",Chennai,Thiruvanmiyur,none,Good,3.6,436
Aarumah Multi Cuisine Restaurant,650,"South Indian,North Indian,Chinese",Chennai,Velachery,Casual Dining,Good,3.5,363
Hotel Delma,400,"Arabian,North Indian,Chinese",Chennai,Porur,Casual Dining,Good,3.7,319
Amelie's,900,"Cafe,Continental,Italian",Chennai,Alwarpet,Café,Very Good,4.4,1219
Al Shafin Multi Cuisine Restaurant,700,"Arabian,North Indian,Chinese,Juices",Chennai,Perungudi,Casual Dining,Good,3.8,407
Rollin,400,"North Indian,Continental,Chinese,Pizza",Chennai,Potheri,none,Average,3.1,421
SGS Snackers,200,Fast Food,Chennai,K.K. Nagar,Quick Bites,Very Good,4.0,302
Drizzle by the beach,1000,"Continental,Italian,North Indian",Chennai,Palavakkam,Casual Dining,Good,3.8,351
Bubble Bee,400,"Cafe,Desserts,Beverages,Bubble Tea",Chennai,Anna Nagar West,Café,Very Good,4.0,246
Massbunk Restaurant,500,"Continental,Burger,Pizza,Juices",Chennai,Massbunk Complex-- Purasavakkam,Casual Dining,Very Good,4.0,221
KL 11 Restaurant,400,"North Indian,Arabian,Chinese",Chennai,Potheri,Casual Dining,Good,3.8,392
Cafe Amin,600,"Mughlai,North Indian,Chinese",Chennai,Royapettah,Quick Bites,Good,3.9,331
The Kati Roll Shop,300,"Rolls,Chinese",Chennai,Gopalapuram,Quick Bites,Very Good,4.1,381
Chin Chin - The Residency,1200,"Thai,Chinese",Chennai,The Residency-- T. Nagar,Fine Dining,Very Good,4.0,246
Mainland China,1800,Chinese,Chennai,Phoenix Market City-- Velachery,Casual Dining,Excellent,4.6,991
Noor Restaurant,400,"North Indian,Chinese",Chennai,GST Road,Casual Dining,Average,3.2,48
Buhari Biriyani,150,Biryani,Chennai,K.K. Nagar,Quick Bites,Average,3.4,55
D.A Brother's Food Corner,350,"North Indian,Chinese",Chennai,Ramapuram,Quick Bites,Good,3.5,45
Hotel Select,500,"Chinese,Biryani,North Indian",Chennai,Mylapore,Quick Bites,Average,3.3,36
Shivalaya Virundhagam,500,"South Indian,North Indian",Chennai,Virugambakkam,Casual Dining,Average,3.2,38
