NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
Misky's Sweet N Sour,500,"Fast Food,Mithai",Bhubaneswar,Chandrasekharpur,Dessert Parlor,Good,3.8,110
Hydrabadi Biryani House,200,"North Indian,Chinese",Bhubaneswar,Jatni,Quick Bites,Average,3.2,24
Mellony,1000,"North Indian,Thai,Chinese,Continental",Bhubaneswar,Patia,Bar,Good,3.9,122
Bhookaa,600,"Arabian,Chinese,Indian",Bhubaneswar,Patia,Casual Dining,Very Good,4.0,857
Mad Moose Artisan Gelato,200,"Ice Cream,Desserts",Bhubaneswar,Patia,Dessert Parlor,Excellent,4.6,292
Kathi Junction,300,Fast Food,Bhubaneswar,Sahid Nagar,Quick Bites,Good,3.9,740
Pizza Hut,600,"Pizza,Italian",Bhubaneswar,Kharabela Nagar,Casual Dining,Very Good,4.1,584
WTF - We The Foodies,800,"North Indian,Italian,Continental,Chinese",Bhubaneswar,Sahid Nagar,Casual Dining,Very Good,4.1,623
Phoodiez Junket,400,"Italian,Continental,Cafe,North Indian",Bhubaneswar,Patia,Casual Dining,Good,3.9,392
3Q Restaurant,600,"North Indian,Chinese",Bhubaneswar,Nayapalli,Casual Dining,Average,2.9,722
Keyar's Food,200,South Indian,Bhubaneswar,Sahid Nagar,Casual Dining,Good,3.9,453
SMOG Resto Cafe,800,"North Indian,Chinese,Continental",Bhubaneswar,Gajapati Nagar,Casual Dining,Very Good,4.1,530
Odisha Fried Chicken,150,"Fast Food,Sandwich,Burger",Bhubaneswar,Patia,Quick Bites,Very Good,4.0,284
Shiraz Golden Restaurant,600,"North Indian,Biryani,Mughlai",Bhubaneswar,Unit 4,Casual Dining,Good,3.8,746
Brewberrys The Coffee Bar,400,Cafe,Bhubaneswar,Patia,Café,Excellent,4.7,802
Richard's Kitchen & Coffee Bar,500,"Cafe,Chinese,Fast Food,Seafood",Bhubaneswar,Patia,Café,Very Good,4.0,685
Caffeine,300,"North Indian,Mughlai",Bhubaneswar,Patia,Quick Bites,None,NEW,NEW
Zaika - Pal Heights,1500,"Continental,Chinese,North Indian",Bhubaneswar,Pal Heights-- Jayadev Vihar,Fine Dining,Very Good,4.1,516
Gabbar Da Adda,500,North Indian,Bhubaneswar,Kalinga Nagar,Quick Bites,Good,3.7,103
The London Shakes,300,"Pizza,Cafe,Desserts",Bhubaneswar,Patia,Quick Bites,Good,3.9,67
Hunger Club,400,"American,Italian,Continental",Bhubaneswar,Lakshmi Sagar,Quick Bites,Good,3.8,52
Culinary Project,500,"Chinese,Continental",Bhubaneswar,Patia,Casual Dining,Good,3.7,86
Namaste Jee,300,"North Indian,Chinese",Bhubaneswar,Ashok Nagar,Quick Bites,Good,3.5,76
Hyderi Couizine,400,Hyderabadi,Bhubaneswar,Patia,Casual Dining,Average,3.4,107
Just a Minute,500,Fast Food,Bhubaneswar,Chandrasekharpur,Quick Bites,Average,3.3,132
Kohinoor Restaurant,500,"Biryani,Chinese",Bhubaneswar,Patia,Quick Bites,Average,3.0,97
Han Dynasty,500,Chinese,Bhubaneswar,Jayadev Vihar,Quick Bites,Good,3.7,75
Cookies Premium,200,"Bakery,Fast Food",Bhubaneswar,Sahid Nagar,Bakery,Average,2.8,73
Biriyanisthan,300,"Mughlai,North Indian",Bhubaneswar,Chandrasekharpur,Quick Bites,Good,3.6,80
Food City,500,"North Indian,Chinese",Bhubaneswar,Ashok Nagar,Quick Bites,Average,3.3,68
Firangi Mithai,250,Bakery,Bhubaneswar,Sahid Nagar,Bakery,Good,3.6,68
Royal Biryani King,250,"North Indian,Chinese",Bhubaneswar,Jagmohan Nagar,Quick Bites,None,NEW,NEW
Chicken Adda,400,"Fast Food,Sandwich,North Indian,Juices,Indian,Desserts,Burger",Bhubaneswar,Surya Nagar,Quick Bites,Average,3.4,45
Dominique Restaurants,300,"Continental,Chinese",Bhubaneswar,Patia,Quick Bites,Good,3.9,29
Squish Chinese Food Court,400,Bakery,Bhubaneswar,Bapuji Nagar,Bakery,Average,3.3,11
Swaadistham,100,"North Indian,Chinese,Italian",Bhubaneswar,Jagmohan Nagar,none,None,NEW,NEW
Feel Light,300,North Indian,Bhubaneswar,Baramunda,none,Average,2.8,71
The Cake Room,200,Bakery,Bhubaneswar,Nayapalli,Bakery,Good,3.7,78
Bonfire,500,"Italian,Fast Food",Bhubaneswar,Kharabela Nagar,Quick Bites,Average,3.4,124
Fainting Bulls,500,"Thai,Chinese",Bhubaneswar,Patia,Casual Dining,Good,3.8,36
New South Indian Restaurant,350,South Indian,Bhubaneswar,Bapuji Nagar,Casual Dining,Good,3.7,93
Laziz,400,"North Indian,Biryani,Chinese,Rolls",Bhubaneswar,Chandrasekharpur,Casual Dining,Average,3.3,61
Stone House,400,Fast Food,Bhubaneswar,Sahid Nagar,Quick Bites,Good,3.5,63
Born South,300,South Indian,Bhubaneswar,Patia,Quick Bites,Good,3.8,64
NH99,500,North Indian,Bhubaneswar,Khandagiri,Café,Good,3.6,82
The Chakhana.com,500,"North Indian,Chinese",Bhubaneswar,Khandagiri,Casual Dining,Good,3.5,44
The Anchor's Kafe,350,"Cafe,Momos",Bhubaneswar,Kharabela Nagar,Café,Average,3.3,108
Namaste Reloaded,300,"Chinese,North Indian",Bhubaneswar,Jagmohan Nagar,Quick Bites,Good,3.6,93
Paris Bakery,300,"Bakery,Fast Food",Bhubaneswar,Jayadev Vihar,Bakery,Good,3.7,54
1360 The Green Ville,700,"North Indian,Chinese,Fast Food",Bhubaneswar,Patia,Casual Dining,Good,3.8,34
Eclipse -The Hangout Zone,600,"South Indian,North Indian,Fast Food,Chinese",Bhubaneswar,Chandrasekharpur,Quick Bites,Average,3.3,85
Hotel Landmark,500,"North Indian,Chinese,Kebab",Bhubaneswar,Jatni,Casual Dining,None,NEW,NEW
Home Made,250,North Indian,Bhubaneswar,Patia,none,Good,3.8,91
Biriyani On Call,200,"Biryani,Chinese",Bhubaneswar,Jatni,Quick Bites,Average,3.4,26
Hotel Blue Berry,300,"North Indian,Chinese",Bhubaneswar,Bapuji Nagar,Quick Bites,Average,3.4,32
Indian Food Bowl,300,"Oriya,North Indian",Bhubaneswar,Patia,Quick Bites,Average,3.4,83
Z Spicy Roll,200,Rolls,Bhubaneswar,Jayadev Vihar,none,Good,3.8,66
Hotel Kaberi,400,North Indian,Bhubaneswar,Lakshmi Sagar,Quick Bites,Good,3.6,51
